creator,url,status,p_next,why,creator_subs,creator_views_per_video,qm_videos,qm_best_outlier,qm_best_views,qm_best_title,distributors,dist_best_outlier,dist_best_reach,dist_best_channel,confirmations
Lakimhue998,https://www.youtube.com/@Lakimhue998,sin_explorar,0.2916,sin explorar — predicción del modelo,139000,203848,0,0,0,,1,0.1,8156,Machine stage,0
skbushcraft,https://www.youtube.com/@skbushcraft,sin_explorar,0.2901,sin explorar — predicción del modelo,94600,663535,0,0,0,,1,0.0,90,Professional Skills,0
OlegDim,https://www.youtube.com/@OlegDim,sin_explorar,0.2898,sin explorar — predicción del modelo,74900,73379,0,0,0,,2,0.4,756,Clean & Restore Tech,0
nnkhmisc,https://www.youtube.com/@nnkhmisc,sin_explorar,0.287,sin explorar — predicción del modelo,37800,188890,0,0,0,,1,1.0,53,HybridBeast-X,0
lttivi,https://www.youtube.com/@lttivi,sin_explorar,0.2868,sin explorar — predicción del modelo,108000,75958,0,0,0,,2,0.2,2477,Quantum Build Studio,0
ForestHobby_,https://www.youtube.com/@ForestHobby_,sin_explorar,0.2866,sin explorar — predicción del modelo,32200,63795,0,0,0,,1,0.5,3772,Cabin In the Woods,0
BuildingVanLife,https://www.youtube.com/@BuildingVanLife,sin_explorar,0.2854,sin explorar — predicción del modelo,14900,20971,0,0,0,,2,0.9,27969,Lord Gizmo,0
emmanuel_sepulchre,https://www.youtube.com/@emmanuel_sepulchre,sin_explorar,0.2852,sin explorar — predicción del modelo,1100,4638,0,0,0,,1,4.2,401244,Off-Grid Paradise,0
RJLgardens,https://www.youtube.com/@RJLgardens,sin_explorar,0.2852,sin explorar — predicción del modelo,100000,316197,0,0,0,,1,0.0,2775,MrS,0
nialldivers,https://www.youtube.com/@nialldivers,sin_explorar,0.2831,sin explorar — predicción del modelo,1680,2938,0,0,0,,1,4.1,920644,World Build,0
TheLastSurvivor-7,https://www.youtube.com/@TheLastSurvivor-7,sin_explorar,0.283,sin explorar — predicción del modelo,12300,65570,0,0,0,,1,1.7,579,Buildra,0
emilyaisling,https://www.youtube.com/@emilyaisling,sin_explorar,0.2825,sin explorar — predicción del modelo,74100,118537,0,0,0,,1,0.7,41,FixNation,0
Rusty,https://www.youtube.com/@Rusty,sin_explorar,0.2819,sin explorar — predicción del modelo,156000,185588,0,0,0,,1,14.0,14,ArtisTech,0
amazingskillas,https://www.youtube.com/@amazingskillas,sin_explorar,0.2796,sin explorar — predicción del modelo,118000,137793,0,0,0,,1,0.1,426,Professional Skills,0
InfinityGarage-ig8py,https://www.youtube.com/@InfinityGarage-ig8py,sin_explorar,0.2792,sin explorar — predicción del modelo,47900,403962,0,0,0,,1,0.1,227,Namtum Makers,0
Gabe_Octane,https://www.youtube.com/@Gabe_Octane,sin_explorar,0.2789,sin explorar — predicción del modelo,1780,7452,0,0,0,,1,2.0,1625516,AKLA GELEN,0
DağKöyü,https://www.youtube.com/@DağKöyü,sin_explorar,0.2784,sin explorar — predicción del modelo,49500,151949,0,0,0,,1,0.2,153,Renov Master,0
CantContainUs,https://www.youtube.com/@CantContainUs,sin_explorar,0.2783,sin explorar — predicción del modelo,108000,72280,0,0,0,,1,2.1,41,SUN Channel,0
RenovationProcess,https://www.youtube.com/@RenovationProcess,sin_explorar,0.2779,sin explorar — predicción del modelo,212000,145401,0,0,0,,2,2.2,11,CONTENTS DISCOVERY,0
kandowild,https://www.youtube.com/@kandowild,sin_explorar,0.2767,sin explorar — predicción del modelo,11000,222397,0,0,0,,1,2.5,79,KORIX TECH,0
ChâteauduVot,https://www.youtube.com/@ChâteauduVot,sin_explorar,0.2765,sin explorar — predicción del modelo,1900,1104,0,0,0,,1,43.6,290543,Smart Fox,0
BushcraftAdventure,https://www.youtube.com/@BushcraftAdventure,sin_explorar,0.2756,sin explorar — predicción del modelo,35500,76232,0,0,0,,1,0.3,9446,Lord Gizmo,0
ThisLifeOutdoors,https://www.youtube.com/@ThisLifeOutdoors,sin_explorar,0.2754,sin explorar — predicción del modelo,25900,73445,0,0,0,,2,0.3,305671,Makerium,0
septemberflow,https://www.youtube.com/@septemberflow,sin_explorar,0.2751,sin explorar — predicción del modelo,4730,475,0,0,0,,3,6.0,6224054,TechFreeze,1
SurvivingAlone-i2j,https://www.youtube.com/@SurvivingAlone-i2j,sin_explorar,0.2721,sin explorar — predicción del modelo,32300,136666,0,0,0,,1,0.2,2016,Crafted Foundations,0
BordeauxLife,https://www.youtube.com/@BordeauxLife,sin_explorar,0.2713,sin explorar — predicción del modelo,183000,79877,0,0,0,,1,0.9,18,SUN Channel,0
ARKSurvivaleveloved-cc2tw,https://www.youtube.com/@ARKSurvivaleveloved-cc2tw,sin_explorar,0.2707,sin explorar — predicción del modelo,24600,74837,0,0,0,,1,1.7,95,FixNation,0
nikrijavec47,https://www.youtube.com/@nikrijavec47,probado_flojo,0.27,"ya probado, no despegó",585000,623154,1,1.98,5933277,Man Spends 7 Years Building DREAM Log House For His Family | By @nikrijavec47,13,2.9,2864141,Makerium,3
pevcev,https://www.youtube.com/@pevcev,probado_flojo,0.27,"ya probado, no despegó",364000,397240,1,1.96,5874371,Ingenious Metalworker Makes BIDIRECTIONAL Bolt | by @pevcev,0,,,,0
LesnoySpeed,https://www.youtube.com/@LesnoySpeed,probado_flojo,0.27,"ya probado, no despegó",206000,607720,2,1.95,5841718,Man Builds House with STONES and LOGS in the Mountain | Start to Finish by @LesnoySpeed,5,3.2,1012,The Makers HD,0
Anafishing22,https://www.youtube.com/@Anafishing22,probado_flojo,0.27,"ya probado, no despegó",87000,94169,1,1.94,5828984,Young Woman Uses PRIMITIVE FISHING TRAPS to Catch and Sell Tons of Fish | by @Anafishing22,0,,,,0
Outthegateoffroadnz,https://www.youtube.com/@Outthegateoffroadnz,probado_flojo,0.27,"ya probado, no despegó",8720,12296,1,1.9,5688853,Couple Converts Military Truck into Off-Road Camper | Start to Finish by @Outthegateoffroadnz,3,10.2,520433,Life Rhythm TV,0
petitcopeau,https://www.youtube.com/@petitcopeau,probado_flojo,0.27,"ya probado, no despegó",117000,38568,1,1.89,5682458,"Men Transform Abandoned French House Under $80,000 | Start to Finish by @petitcopeau",0,,,,0
MARVINAtmoss,https://www.youtube.com/@MARVINAtmoss,probado_flojo,0.27,"ya probado, no despegó",382000,275344,1,1.8,5386905,AMAZING BACKYARD TRANSFORMATION! Creating Luxury Garden in 4 Months | by @MARVINAtmoss,0,,,,0
Mr.TBushcraft,https://www.youtube.com/@Mr.TBushcraft,probado_flojo,0.27,"ya probado, no despegó",39600,52403,2,1.79,5362801,Man Builds DIY Villa In The Jungle | Start To Finish By @Mr.TBushcraft,0,,,,0
Construyendo-Juntos,https://www.youtube.com/@Construyendo-Juntos,probado_flojo,0.27,"ya probado, no despegó",43300,111036,1,1.79,5358946,Young Couple Builds DIY CONTAINER HOME With TERRACE | Start to Finish by @Construyendo-Juntos,8,9.2,2157970,BRAIN TIME VT,1
rlcmaker,https://www.youtube.com/@rlcmaker,probado_flojo,0.27,"ya probado, no despegó",9450,38067,2,1.78,5339998,Man Builds Amazing SWIMMING POOL in His Backyard | Start to Finish by @rlcmaker,1,1.8,30,Quantam Tech HD,0
RV-19,https://www.youtube.com/@RV-19,probado_flojo,0.27,"ya probado, no despegó",163000,629449,4,1.77,5317511,Man Restores 80-YEAR-OLD Tractor Back to New | Start to Finish by @RV-19,2,15.7,582,RV-88,0
CoggieBike,https://www.youtube.com/@CoggieBike,probado_flojo,0.27,"ya probado, no despegó",128000,383692,1,1.74,5221514,Man Turns RUSTY Old BIKE into High-End Beast | Start to Finish by @CoggieBike,0,,,,0
BushcraftSkills-02,https://www.youtube.com/@BushcraftSkills-02,probado_flojo,0.27,"ya probado, no despegó",34400,1012863,1,1.74,5209719,Woman Builds Hidden Underground Shelter in the Mountains in Just 90 Days | by @BushcraftSkills-02,0,,,,0
Worksandmechanic,https://www.youtube.com/@Worksandmechanic,probado_flojo,0.27,"ya probado, no despegó",8620,7784,1,1.72,5147449,Man Buys Old Ruin and Renovates it into Amazing Tiny HOUSE | Start to Finish by @Worksandmechanic,1,0.4,7,Quantam Tech HD,0
AircreteHarry,https://www.youtube.com/@AircreteHarry,probado_flojo,0.27,"ya probado, no despegó",50000,28964,1,1.7,5104522,Men Build DIY DOME CABIN Using Giant BALLOON and CONCRETE | Start to Finish by @AircreteHarry,0,,,,0
WesternPioneer,https://www.youtube.com/@WesternPioneer,probado_flojo,0.27,"ya probado, no despegó",44000,87928,2,1.69,5077842,Man Builds 1800s WESTERN Log Cabin Using Traditional Techniques | Full Process @WesternPioneer,3,0.1,12772,Maker World,0
homesteadingdays,https://www.youtube.com/@homesteadingdays,probado_flojo,0.27,"ya probado, no despegó",29000,63594,1,1.69,5071222,Man Renovates 100-Year-Old CABIN in 2 YEARS | Start to Finish by @homesteadingdays,7,95.6,102280,FuturisticTech,1
alex-wild,https://www.youtube.com/@alex-wild,probado_flojo,0.27,"ya probado, no despegó",384000,603820,1,1.67,5016800,Building the Biggest Log Cabin Hidden UNDERGROUND | by @alex-wild,4,8.4,2030976,Betelhem Tech,0
renkivain,https://www.youtube.com/@renkivain,probado_flojo,0.27,"ya probado, no despegó",27700,207427,1,1.66,4987838,This Man is The Most Skillful Heavy Equipment Operator Ever | By @renkivain,0,,,,0
TừSiêu_HậuCầnNghềBiển,https://www.youtube.com/@TừSiêu_HậuCầnNghềBiển,probado_flojo,0.27,"ya probado, no despegó",240000,34924,1,1.66,4976093,Men Repair Massive Wooden Ship Broken in Half | by @TừSiêu_HậuCầnNghềBiển,0,,,,0
xuanchieu-xp2ek,https://www.youtube.com/@xuanchieu-xp2ek,probado_flojo,0.27,"ya probado, no despegó",38600,28667,1,1.61,4820166,Woman Builds Farm Lake House in the Jungle in 365 Days | Start to Finish by @xuanchieu-xp2ek,0,,,,0
legion_craft,https://www.youtube.com/@legion_craft,probado_flojo,0.27,"ya probado, no despegó",12000,247930,1,1.59,4774822,Inexpensive House in 10 DAYS | Full Construction Process by @legion_craft,0,,,,0
bjornbrenton,https://www.youtube.com/@bjornbrenton,probado_flojo,0.27,"ya probado, no despegó",338000,682652,1,1.59,4767163,Man Builds ONE-YEAR LOG CABIN Deep in the Forest | Start to Finish by @bjornbrenton,24,55.4,6854459,Machine stage,6
BushcraftFarm1,https://www.youtube.com/@BushcraftFarm1,probado_flojo,0.27,"ya probado, no despegó",64000,132455,1,1.58,4743626,Man Spends 210 Days Building DREAM VILLA By River | Start To Finish By @BushcraftFarm1,0,,,,0
WanliParkDIY,https://www.youtube.com/@WanliParkDIY,probado_flojo,0.27,"ya probado, no despegó",1280,5036,1,1.56,4684580,Man Builds MINI HOGWARTS Castle with MOVING STAIRS in 2 YEARS | DIY by @WanliParkDIY,0,,,,0
woodjunkie_yt,https://www.youtube.com/@woodjunkie_yt,probado_flojo,0.27,"ya probado, no despegó",68000,202197,3,1.54,4616657,Family Builds Amazing Mountain House in 30 Months | Start to Finish Construction @woodjunkie_yt,7,57.9,782034,99Techspot,2
AlekseyKarpushkin,https://www.youtube.com/@AlekseyKarpushkin,probado_flojo,0.27,"ya probado, no despegó",4520,30747,1,1.53,4604920,Man Builds Hyperrealistic MEDIEVAL CASTLE with Plasticine in 1.5 Years | by @AlekseyKarpushkin,1,1.1,71473,Gear Tech HD,0
serkanbilgin27,https://www.youtube.com/@serkanbilgin27,probado_flojo,0.27,"ya probado, no despegó",494000,526398,4,1.49,4457001,Man Alone Builds Wooden HOUSE with Rooftop Terrace | Start to Finish @serkanbilgin27,12,36.4,368534,Quantum Build Studio,0
marcip,https://www.youtube.com/@marcip,probado_flojo,0.27,"ya probado, no despegó",242000,267081,1,1.45,4355159,Amazing Woodworking Techniques & Wood Joint Tips | Genius Wooden Connections | by @marcip,0,,,,0
YOGOMANinAK,https://www.youtube.com/@YOGOMANinAK,probado_flojo,0.27,"ya probado, no despegó",39600,22632,1,1.44,4331562,Man Builds Incredible Two-Story IGLOO at -47°F | Start to Finish by @YOGOMANinAK,2,0.3,235,TECHNOLOGY KBG,0
Advoko,https://www.youtube.com/@Advoko,probado_flojo,0.27,"ya probado, no despegó",1000000,2040780,1,1.43,4291972,Man Builds WATERWHEEL That Powers His Entire Log Cabin | Start to Finish by @Advoko,3,5.1,1250,Q Makers,0
zelworks,https://www.youtube.com/@zelworks,probado_flojo,0.27,"ya probado, no despegó",101000,81092,1,1.39,4157928,Man Buys Abandoned 4X4 For $600 And RESTORES It To New | Start To Finish By @zelworks,1,5.9,299947,Life Rhythm TV,0
trieuthihoa,https://www.youtube.com/@trieuthihoa,probado_flojo,0.27,"ya probado, no despegó",84300,53678,2,1.38,4140363,Young Woman Turns Empty Land into Huge Lake Farmhouse in 120 Days | Start to Finish @trieuthihoa,2,12.0,1279044,Innovative Tech World,0
JapaneseGardenTV,https://www.youtube.com/@JapaneseGardenTV,probado_flojo,0.27,"ya probado, no despegó",198000,127520,1,1.38,4132319,Men Build Traditional Japanese Garden Over 3 Years | Start to Finish by @JapaneseGardenTV,1,0.8,11042,TTI Build Stories ,0
Urchfab,https://www.youtube.com/@Urchfab,probado_flojo,0.27,"ya probado, no despegó",191000,84272,1,1.37,4102126,Man Makes a Race Car from a Classic Ford | by @Urchfab,1,6.8,88105,TTI Build Stories ,0
GuillaumeBayExplique,https://www.youtube.com/@GuillaumeBayExplique,probado_flojo,0.27,"ya probado, no despegó",28800,49828,1,1.35,4061942,Man Transforms RUINED HOUSE into a LUXURY LOFT | Start to Finish by @GuillaumeBayExplique,0,,,,0
lesnoy_offline3431,https://www.youtube.com/@lesnoy_offline3431,probado_flojo,0.27,"ya probado, no despegó",196000,508510,4,1.35,4059134,Two Men Build BIG LOG HOUSE in the Forest | Start to Finish @lesnoy_offline3431,4,2.5,2007,Renov Master,0
BushcraftIdeas-e9q,https://www.youtube.com/@BushcraftIdeas-e9q,probado_flojo,0.27,"ya probado, no despegó",180000,1141304,1,1.34,4014266,Man Builds Hidden UNDER-ROCK Home in the Jungle | Start to Finish by @BushcraftIdeas-e9q,5,2.9,5388,Construcciones Salvajes,0
loginnature856,https://www.youtube.com/@loginnature856,probado_flojo,0.27,"ya probado, no despegó",,,1,1.33,3994167,Family Builds 2-STORY LOG CABIN in the Forest in 3 YEARS | Start to Finish by @loginnature856,0,,,,0
theCarMechanicXiaoWu,https://www.youtube.com/@theCarMechanicXiaoWu,probado_flojo,0.27,"ya probado, no despegó",72000,274137,5,1.33,3985982,Man Repairs DESTROYED CAR From Scratch | Start to Finish by @theCarMechanicXiaoWu,3,3.1,904,Explore Creators ,0
Mar.lavender,https://www.youtube.com/@Mar.lavender,probado_flojo,0.27,"ya probado, no despegó",57900,58346,2,1.31,3932441,Couple Builds Amazing DIY CAMPERVAN | Start to Finish by @Mar.lavender,2,12.2,367848,Lord Gizmo,0
Borsch_TV,https://www.youtube.com/@Borsch_TV,probado_flojo,0.27,"ya probado, no despegó",378000,151038,1,1.3,3910692,How to Build a Cheap DIY Wooden House Step by Step | by @Borsch_TV,1,1.5,280154,Build Maker,0
imamttae7280,https://www.youtube.com/@imamttae7280,probado_flojo,0.27,"ya probado, no despegó",63800,141517,1,1.29,3879367,Man Builds GIANT Wood-Fired Brick Oven from SCRATCH | DIY project by @imamttae7280,1,32.6,425599,TTI Build Stories ,0
French_builder,https://www.youtube.com/@French_builder,probado_flojo,0.27,"ya probado, no despegó",39300,54278,1,1.29,3858709,Man Buys Old House and Renovates it Back to New in 3 YEARS | Start to Finish by @French_builder,2,2.8,656851,BRAIN TIME VT,0
MustaqimMuhammadHatta,https://www.youtube.com/@MustaqimMuhammadHatta,probado_flojo,0.27,"ya probado, no despegó",90300,117395,1,1.25,3762451,Man Turns Massive Water Tank into Amazing Boat | Start to Finish by @MustaqimMuhammadHatta,6,67.3,2029539,Lord Gizmo,2
TKCL,https://www.youtube.com/@TKCL,probado_flojo,0.27,"ya probado, no despegó",222000,30337,1,1.24,3711920,Man Transforms His Backyard with DIY OUTDOOR KITCHEN and POOL DECK | by @TKCL,0,,,,0
nikospropertyshow,https://www.youtube.com/@nikospropertyshow,probado_flojo,0.27,"ya probado, no despegó",287000,95612,2,1.23,3682833,"Man Spends $1,000,000 Building Three Amazing Houses | by @nikospropertyshow",3,38.8,142836,Namtum Makers,2
HansChan26,https://www.youtube.com/@HansChan26,probado_flojo,0.27,"ya probado, no despegó",509,7752,1,1.23,3682271,The INSANE Process Of Installing MASSIVE Wind Turbines | Start To Finish By @HansChan26,1,0.2,2679,TTI Build Stories ,0
lyhieuhieu2024,https://www.youtube.com/@lyhieuhieu2024,probado_flojo,0.27,"ya probado, no despegó",47800,65953,1,1.22,3655723,Woman Builds Self-Sufficient FARMHOUSE with Giant WATER WHEEL | Start to Finish @lyhieuhieu2024,0,,,,0
passionrenovation,https://www.youtube.com/@passionrenovation,probado_flojo,0.27,"ya probado, no despegó",394000,492454,1,1.21,3628274,Man Turns 3-Story Old House into MASSIVE LOFT | Renovation Start to Finish @passionrenovation,0,,,,0
BergstromGarage,https://www.youtube.com/@BergstromGarage,probado_flojo,0.27,"ya probado, no despegó",23300,41478,1,1.19,3570254,Man Turns Old Garage Into His Dream Workshop | Start to Finish by @BergstromGarage,5,5.1,5420,FuturisticTech,0
TurnThisToThat,https://www.youtube.com/@TurnThisToThat,probado_flojo,0.27,"ya probado, no despegó",3620,5956,1,1.17,3522159,"Man Builds Amazing DIY MICRO CAMPER Under $3,500 | Start to Finish by @TurnThisToThat",0,,,,0
willsvanadventures,https://www.youtube.com/@willsvanadventures,probado_flojo,0.27,"ya probado, no despegó",53200,11073,1,1.17,3501664,How to Build Low Cost & Easy DIY CAMPERVAN | Start to Finish by @willsvanadventures,0,,,,0
mesoptv,https://www.youtube.com/@mesoptv,probado_flojo,0.27,"ya probado, no despegó",37200,151373,1,1.15,3465751,Young Couple Buys Old Country House and Renovates it Back to New | Start to Finish by @mesoptv,0,,,,0
project.restoration,https://www.youtube.com/@project.restoration,probado_flojo,0.27,"ya probado, no despegó",8600,27596,1,1.13,3404274,Couple Turns Abandoned Shed Into Cozy Home | Full Renovation by @project.restoration,0,,,,0
TheOffGridExperience,https://www.youtube.com/@TheOffGridExperience,probado_flojo,0.27,"ya probado, no despegó",87400,125952,1,1.11,3345529,Man Builds 2-Story Lodge in the Forest | Start to Finish by @TheOffGridExperience,5,4.9,473252,MrS,0
ameirochannel5785,https://www.youtube.com/@ameirochannel5785,probado_flojo,0.27,"ya probado, no despegó",55700,170774,1,1.11,3330857,Restoring Car Abandoned for 10 Years | Will it Start? | by @ameirochannel5785,0,,,,0
QuickCuts,https://www.youtube.com/@QuickCuts,probado_flojo,0.27,"ya probado, no despegó",161000,243936,1,1.1,3313855,TWO MEN Transform a Massive 9-Year Overgrown Jungle Into an Amazing Garden | by @QuickCuts,3,3.4,4381,Rebuilding HD,0
ruinenrozes3939,https://www.youtube.com/@ruinenrozes3939,probado_flojo,0.27,"ya probado, no despegó",29000,42462,1,1.06,3178239,Amazing Renovation of a Destroyed House | by @ruinenrozes3939,0,,,,0
PacificNorthwestHillbilly,https://www.youtube.com/@PacificNorthwestHillbilly,probado_flojo,0.27,"ya probado, no despegó",157000,312382,1,1.05,3143837,Man Spends 2 YEARS Restoring Abandoned BULLDOZER | CAT Rebuild by @PacificNorthwestHillbilly,1,3.6,185916,Life Rhythm TV,0
RochaKRG,https://www.youtube.com/@RochaKRG,probado_flojo,0.27,"ya probado, no despegó",986000,231167,2,1.04,3133355,Man Builds 7-Cylinder Engine in 500 Hours | Start to Finish by @RochaKRG,0,,,,0
OffgridwithJayandJen,https://www.youtube.com/@OffgridwithJayandJen,probado_flojo,0.27,"ya probado, no despegó",87400,25371,2,1.03,3084984,Couple Builds OFF-GRID CABIN in the Michigan Forest | Start to Finish by @OffgridwithJayandJen,1,1.0,88380,Maker World,0
UlilEbell,https://www.youtube.com/@UlilEbell,probado_flojo,0.27,"ya probado, no despegó",380000,1696743,1,1.0,3015604,Man Builds TWO-STORY Bamboo Cabin in the Jungle in JUST 3 Days | Start to Finish @UlilEbell,2,0.6,6386,Quantum Build Studio,0
adrianwoodworm,https://www.youtube.com/@adrianwoodworm,probado_flojo,0.27,"ya probado, no despegó",11200,12938,1,1.0,3007705,Man Builds DIY Houseboat From Scratch | Start to Finish by @adrianwoodworm,5,2.6,8213,Quantum Builders,0
Lautodidacte2.0,https://www.youtube.com/@Lautodidacte2.0,probado_flojo,0.27,"ya probado, no despegó",84800,57342,1,1.0,2994349,Man Buys 1970s House and Renovates it Back to New in 2 Years | Start to Finish @Lautodidacte2.0,1,0.5,113852,BRAIN TIME VT,0
LyThiHoa1987,https://www.youtube.com/@LyThiHoa1987,probado_flojo,0.27,"ya probado, no despegó",47200,79840,1,0.99,2984497,Woman Builds Off-Grid Wooden House on an ISLAND in 120 Days | Start to Finish @LyThiHoa1987,0,,,,0
igor10.22,https://www.youtube.com/@igor10.22,probado_flojo,0.27,"ya probado, no despegó",329000,510296,1,0.98,2943340,Man Builds DIY Off-Road Motorcycle From Old Bike Parts | Start to Finish by @igor10.22,0,,,,0
HammerSound-1,https://www.youtube.com/@HammerSound-1,probado_flojo,0.27,"ya probado, no despegó",479000,1206518,1,0.97,2921025,Genius Woodworking Tips & Hacks That Work Extremely Well | by @HammerSound-1,0,,,,0
Food-Kingdom,https://www.youtube.com/@Food-Kingdom,probado_flojo,0.27,"ya probado, no despegó",5410000,1607278,1,0.97,2904100,How World's TOP Seafood Is Processed into Stunning Dishes | Premium Preparation by @Food-Kingdom,0,,,,0
TriệuLuyến8386,https://www.youtube.com/@TriệuLuyến8386,probado_flojo,0.27,"ya probado, no despegó",243000,82805,1,0.95,2859832,Young Woman Builds DREAM VILLA in the Jungle in 10 months | Start to Finish by @TriệuLuyến8386,0,,,,0
forestpaths,https://www.youtube.com/@forestpaths,probado_flojo,0.27,"ya probado, no despegó",81500,132290,2,0.92,2775230,Man Digs a Hole in the Forest and Turns it Into an Amazing CABIN | Start to Finish @forestpaths,3,1.5,122,BI HD,0
Wood_Wolf,https://www.youtube.com/@Wood_Wolf,probado_flojo,0.27,"ya probado, no despegó",110000,268166,2,0.92,2748036,Man Builds 2-STORY WOOD HOUSE in the Forest | Start to Finish @Wood_Wolf,3,1.0,55,Restoration II,0
OficinaGaragem,https://www.youtube.com/@OficinaGaragem,probado_flojo,0.27,"ya probado, no despegó",1510000,138065,1,0.91,2728193,Easy DIY Water Pump With PVC and a Bike | Homemade Engineering | by @OficinaGaragem,0,,,,0
Motorizando,https://www.youtube.com/@Motorizando,probado_flojo,0.27,"ya probado, no despegó",340000,188116,2,0.91,2722519,Man Builds Amazing Go-Kart From an Old Toy Car! | Start to Finish by @Motorizando,3,0.4,42,Renovation Rescue HD,0
ShoyanJapaneseCarpenter,https://www.youtube.com/@ShoyanJapaneseCarpenter,probado_flojo,0.27,"ya probado, no despegó",526000,258647,1,0.9,2705771,Master Carpenter Builds Traditional Japanese Home in 7 Months | by @ShoyanJapaneseCarpenter,1,30.5,537276,Rustic Roots Build,0
aroom,https://www.youtube.com/@aroom,probado_flojo,0.27,"ya probado, no despegó",112000,120699,1,0.89,2668420,Young Woman Upgrades Her Entire Apartment Using Only DIY | Start to Finish by @aroom,0,,,,0
LizziCamp97,https://www.youtube.com/@LizziCamp97,probado_flojo,0.27,"ya probado, no despegó",10700,133253,1,0.88,2653750,Survival Expert Builds 3 Amazing Shelters in the Forest | Start to Finish by @LizziCamp97,1,0.5,6485,TTI Build Stories ,0
ChadsCustomCreations,https://www.youtube.com/@ChadsCustomCreations,probado_flojo,0.27,"ya probado, no despegó",95200,33663,1,0.88,2635968,Man Spends $7000 Building Amazing Backyard Swimming Pool | by @ChadsCustomCreations,1,1.4,24,Quantam Tech HD,0
BibiaBus,https://www.youtube.com/@BibiaBus,probado_flojo,0.27,"ya probado, no despegó",5710,3565,1,0.87,2623495,DIY School Bus Conversion to an Amazing Off-Grid Home | by @BibiaBus,3,0.4,1841,22TechZoom,0
BrickMeet,https://www.youtube.com/@BrickMeet,probado_flojo,0.27,"ya probado, no despegó",296000,206955,1,0.87,2615084,"Man Builds Hyperrealistic LEGO TANKS to the Last Detail | 13,000 Pieces by @BrickMeet",0,,,,0
MrBuildit,https://www.youtube.com/@MrBuildit,probado_flojo,0.27,"ya probado, no despegó",1020000,282052,2,0.87,2609455,"Man Transforms ABANDONED HOUSE with DIY and Saves Over $60,000 | Start to Finish by @MrBuildit",4,19.8,258871,TTI Build Stories ,0
Ytcrop,https://www.youtube.com/@Ytcrop,probado_flojo,0.27,"ya probado, no despegó",423000,3492321,1,0.85,2563934,Man Builds Non-Electrical High Pressure DIY Water Pump that Shoots Water 100 Meters! | by @Ytcrop,1,0.3,1177,Namtum Makers,0
tyap-lyap,https://www.youtube.com/@tyap-lyap,probado_flojo,0.27,"ya probado, no despegó",153000,59539,1,0.85,2550561,Man Turns Ruined Garage into Amazing Workshop | Start to Finish by @tyap-lyap,1,0.7,21302,Lord Gizmo,0
Bochi-Hut,https://www.youtube.com/@Bochi-Hut,probado_flojo,0.27,"ya probado, no despegó",3200,2253,1,0.85,2547400,Old Man Builds JAPANESE ROUND CABIN and Adds a CONTAINER WORKSHOP | Start to Finish by @Bochi-Hut,8,3.3,2676427,AKLA GELEN,2
MLG_mylittlegarage,https://www.youtube.com/@MLG_mylittlegarage,probado_flojo,0.27,"ya probado, no despegó",21600,323869,1,0.83,2500762,Man Builds 2-Car Garage WITH CAR LIFT in 6 Months | Start to Finish by @MLG_mylittlegarage,2,122.6,42125,Lynsey Windon,1
BudaBushcraft,https://www.youtube.com/@BudaBushcraft,probado_flojo,0.27,"ya probado, no despegó",8210,118751,1,0.82,2456304,Man Builds Log Shelters Under Fallen Trees for Winter Survival | Start to Finish By @BudaBushcraft,2,1.5,363817,Epic Timeline,0
HitoriDiy,https://www.youtube.com/@HitoriDiy,probado_flojo,0.27,"ya probado, no despegó",321000,458054,1,0.81,2436008,"Man Turns $4,800 Japanese Old House Back to New | Full Renovation by @HitoriDiy",0,,,,0
OficinadoParma,https://www.youtube.com/@OficinadoParma,probado_flojo,0.27,"ya probado, no despegó",22100,37826,1,0.8,2411165,Man Builds Hyperealistic F1 CAR Replica At Scale | 1988 McLaren by @OficinadoParma,1,1.4,24,Quantam Tech HD,0
VinyB57,https://www.youtube.com/@VinyB57,probado_flojo,0.27,"ya probado, no despegó",115000,138567,1,0.79,2358941,Man Builds Drifting Car From Old Racing Motorcycle | Start to Finish by @VinyB57,0,,,,0
Needs.Detail,https://www.youtube.com/@Needs.Detail,probado_flojo,0.27,"ya probado, no despegó",8320,99835,1,0.78,2343066,How Professionals Deep Clean a BMW With a Filthy Interior | First Wash in Years by @Needs.Detail,2,177.6,82858,Maexology,0
EveryotherKarl,https://www.youtube.com/@EveryotherKarl,probado_flojo,0.27,"ya probado, no despegó",20900,25305,1,0.77,2320455,"Man Builds DIY BACKYARD Tiny House for $7,500 | Start to Finish by @EveryotherKarl",2,1.4,1797,Rebuilding HD,0
ppeppefamily,https://www.youtube.com/@ppeppefamily,probado_flojo,0.27,"ya probado, no despegó",147000,121533,1,0.75,2250039,Retired Couple Turns Pickup Truck into Amazing CAMPER | DIY Start to Finish by @ppeppefamily,2,1.0,846276,AKLA GELEN,0
AlexBushcraftmyWorld,https://www.youtube.com/@AlexBushcraftmyWorld,probado_flojo,0.27,"ya probado, no despegó",38500,70535,1,0.74,2216416,Man Digs a Cave in the Mountain that Fails and Then Builds a Reed Shelter by @AlexBushcraftmyWorld,1,1.0,9292,Buildora,0
the-process,https://www.youtube.com/@the-process,probado_flojo,0.27,"ya probado, no despegó",294000,481094,1,0.73,2205341,Top 3 Incredible Traditional Japanese Craftsmanship Processes | by @the-process,0,,,,0
